model,roc_auc,accuracy,precision,recall,f1_score,log_loss,calibration_error,cv_mean,cv_std
random_forest,0.5,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,1.0986122886681096,4.996003610813204e-16,,
logistic,0.5,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,1.0986122886681096,4.996003610813204e-16,,
